FJ Accounts Receivable Aging Report ,,,,,,,,,,,,,,,,,,,
Legal Entity,"Alpha Ducts LLC,Alpine Coils Industry LLC,DC Serve Equipment Trading LLC,Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,FJ Care Air Condition Trading LLC,FJ Care Technical Services LLC,FJ Electrical Engineering and General Trading Co. Limited,FJ Industries WLL,FJ Trading and Engineering Co. WLL,Faisal Jassem Trading Company LLC,Faisal Jassim Al Dosari Trading Owned By Faisal Jassim Mohammad Aldosari One Person Co. LLC,Faisal Jassim Engineering and Trading Co. LLC,Faisal Jassim Industries LLC,Faisal Jassim Trading Co. LLC,Flowtech Air Distribution Industries LLC,Future Journey Energy Solutions LLC,Metaform Industries LLC,Multiplast Dubai LLC,Raphael Khlat India Private Limited,Raphael Khlat Middle East FZCO,Tawreed Co. LLC,Tawreed Integrated Industries,ZZZ_DO_NOT_USE_IRQOLD",,,,,,,,,,,,,,,,,,
Division,"4010-Air Handling Unit,4020-Alpha Ducts,4030-Damper,4040-Alpine,4050-Insulation,4060-Busbar,4070-Chiller,4080-Corporate Administration,4090-Corporate Finance,4100-Corporate HR,4110-Corporate HSE & Internal Audit,4120-Corporate IT,4130-Corporate Logistics,4140-Corporate Management,4150-Corporate Marketing,4160-Corporate Procurement,4170-DC Serve,4180-Ducting ,4190-ECS Promaster,4200-ECS Promaster KSA,4210-Euroclima Middle East,4220-FJ Care,4230-FJ Energy,4240-FJ Iraq,4250-FJ Qatar Corporate,4260-Flowtech,4270-Flowtech KSA,4280-Lighting Solutions,4290-Metaform,4300-Multiplast KSA,4310-Multiplast UAE,4320-Pumps Aquaflo,4330-Pumps KSA,4340-Qatar MEP,4350-RKME ,4360-Ventilation Fans,4370-KSA Corporate,4380-DIP MPD Factory UAE",,,,,,,,,,,,,,,,,,
Business Unit,"Air Handling Unit KSA BU,Air Handling Unit UAE BU,Alpha Ducts KSA BU,Alpha Ducts Oman BU,Alpha Ducts Qatar BU,Alpha Ducts UAE BU,Alpine Coils General UAE BU,Alpine Coils UAE BU,Alpine Filter Frame UAE BU,Busbar UAE BU,Chiller UAE BU,Corporate Administration Abu Dhabi BU,Corporate Administration Dossari Trading UAE BU,Corporate Administration India BU,Corporate Administration Industries KSA BU,Corporate Administration Oman BU,Corporate Administration UAE BU,Corporate Finance India BU,Corporate Finance Industries KSA BU,Corporate Finance UAE BU,Corporate HR UAE BU,Corporate HSE & Internal Audit India BU,Corporate HSE & Internal Audit UAE BU,Corporate IT India BU,Corporate IT Industries KSA BU,Corporate IT UAE BU,Corporate Industries UAE BU,Corporate KSA BU,Corporate Logistics India BU,Corporate Logistics Industries KSA BU,Corporate Logistics UAE BU,Corporate Management UAE BU,Corporate Marketing UAE BU,Corporate Procurement UAE BU,DC Serve Cooling Tower KSA BU,DC Serve Cooling Tower Qatar BU,DC Serve Cooling Tower UAE BU,DC Serve General UAE BU,DC Serve Heat Exchanger KSA BU,DC Serve Heat Exchanger UAE BU,DC Serve KSA Operation UAE BU,DC Serve Qatar Operation UAE BU,DC Serve Valves KSA BU,DC Serve Valves Qatar BU,DC Serve Valves UAE BU,DCSM UAE BU,DIP MPD Factory UAE,Ducting FT Industries UAE BU,Ducting UAE BU,ECS Promaster India BU,ECS Promaster Industries KSA BU,ECS Promaster UAE BU,Euroclima Middle East AHU KSA BU,Euroclima Middle East AHU Qatar BU,Euroclima Middle East AHU UAE BU,Euroclima Middle East Export UAE BU,Euroclima Middle East FCU UAE BU,Euroclima Middle East General UAE BU,Euroclima Middle East KSA Operation UAE BU,Euroclima Middle East QTR Operation UAE BU,Euroclima Middle East Service UAE BU,FJ Care Casual Jobs UAE BU,FJ Care General UAE BU,FJ Care Projects UAE BU,FJ Care Services & AMC UAE BU,FJ Energy Boiler UAE BU,FJ Energy General UAE BU,FJ Energy KSA BU,FJ Energy KSA Operation UAE BU,FJ Energy Photovoltaic UAE BU,FJ Energy Plumbing UAE BU,FJ Energy Qatar BU,FJ Energy Qatar Operation UAE BU,FJ Energy Renewable UAE BU,FJ Energy Services UAE BU,FJ Iraq BU,FJ Iraq UAE BU,FJ Qatar Corporate BU,FJC AC Product Trading (FJC) UAE BU,FJC AC Product Trading KSA BU,FJC AC Product Trading UAE BU,FJC AC Spare Parts (FJC) UAE BU,FJC AC Spare Parts UAE BU,FJC AC Trading (FJC) UAE BU,FJC AC Trading UAE BU,Flowtech Dampers UAE BU,Flowtech FT Industries UAE BU,Flowtech Industries KSA BU,Flowtech KSA BU,Flowtech Oman BU,Flowtech Qatar BU,Flowtech UAE BU,Insulation KSA BU,Insulation Trading UAE BU,Insulation UAE BU,Lighting Solutions KSA BU,Lighting Solutions UAE BU,Metaform Access Panel Solution UAE BU,Metaform Architectural Metal Solution UAE BU,Metaform General Fabrication Solution UAE BU,Metaform General UAE BU,Metaform High-Performance Opening Solution UAE BU,Metaform KSA BU,Metaform Metal Enclosure Solution UAE BU,Metaform Metal Profile Solution UAE BU,Metaform POD UAE BU,Multiplast Industries KSA BU,Multiplast KSA BU,Multiplast UAE BU,Nationalisation Industries UAE BU,Nationalisation KSA BU,Nationalisation KSA Industries BU,Nationalisation UAE BU,Nationalization FT Industries UAE BU,Pumps Aquaflo General UAE BU,Pumps Aquaflo India BU,Pumps Aquaflo KSA BU,Pumps Aquaflo Oman BU,Pumps Aquaflo Service Oman BU,Pumps Aquaflo Service UAE BU,Pumps Aquaflo UAE BU,Qatar MEP BU,RKME UAE BU,Ventilation Fans Trading UAE BU,Ventilation Fans UAE BU",,,,,,,,,,,,,,,,,,
GL Code,All ,,,,,,,,,,,,,,,,,,
Aging As on,31/03/2026,,,,,,,,,,,,,,,,,,
Report Currency,Accounted,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Legal Entity,Division,Business Unit,GL Code,Customer Type,Customer Registry ID,Customer Account Number,Name of Customer,Country of customer,Currency,Total Receivable Value,Current/Not Due,0-30 days,31-60 days,61-90 days,91-120 days,121-180 days,181-365 days,366 to 730 days,Above 730 days
Metaform Industries LLC,‭4290‬,Metaform Access Panel Solution UAE BU,‭121501-Due from Related Parties‬,Internal,‭108605‬,108605,TAWREED CO. LLC (R),SA,AED,"1,04,969.11",0.00,0.00,"42,971.05","60,789.47",529.95,678.64,0.00,0.00,0.00
Metaform Industries LLC,‭4290‬,Metaform High-Performance Opening Solution UAE BU,‭121201-Accounts Receivables‬,External,‭151187‬,314-151187,ITEC INDUSTRY LLC,AE,AED,409.50,0.00,0.00,409.50,0.00,0.00,0.00,0.00,0.00,0.00
Metaform Industries LLC,‭4290‬,Metaform High-Performance Opening Solution UAE BU,‭121201-Accounts Receivables‬,External,‭102875‬,314-102875,HAMPTON DOORS AND FIRE SAFETY EQUIPMENT FZ LLC,AE,AED,"39,644.42",0.00,"11,167.80","4,189.50","13,196.39","8,983.59","2,107.14",0.00,0.00,0.00
Metaform Industries LLC,‭4290‬,Metaform Metal Enclosure Solution UAE BU,‭121201-Accounts Receivables‬,External,‭102199‬,314-102199,ELTECH SWITCHGEAR (FZC),AE,AED,"2,06,333.33",0.00,"25,716.49","1,02,375.33","78,241.51",0.00,0.00,0.00,0.00,0.00
Metaform Industries LLC,‭4290‬,Metaform Metal Enclosure Solution UAE BU,‭121201-Accounts Receivables‬,External,‭100776‬,314-100776,AL SABIR ELECT. SWITCHGEAR ASSEMBLEY LLC,AE,AED,"99,557.71",0.00,"33,960.86","8,400.00","57,196.85",0.00,0.00,0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭104368‬,315-104368,PIVOT ENGINEERING & GENERAL CONTRACTING CO.,AE,AED,"1,28,125.71",0.00,"-1,056.00",0.00,0.00,0.00,0.00,0.00,"53,214.93","75,966.78"
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭105118‬,315-105118,SOBHA CONSTRUCTIONS LLC,AE,AED,"3,61,561.77",0.00,"12,541.20","1,03,095.00","1,643.26","23,143.58","1,30,596.08","79,001.08","11,541.57",0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121501-Due from Related Parties‬,Internal,‭101019‬,101019,ALPHA DUCTS LLC (R),AE,AED,"12,40,721.06",0.00,"21,772.80","1,35,208.08","1,81,681.92","96,610.08","3,11,399.76","4,94,048.42",0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭100851‬,315-100851,AL SHIRAWI ELECTRICAL & MECHANICAL ENGG. CO. LLC,AE,AED,"7,07,989.89",0.00,"89,168.42","1,56,897.05","1,82,870.15","2,02,264.38","47,421.17","9,973.80","19,394.92",0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭102060‬,315-102060,DUPOD INDUSTRIES LLC,AE,AED,"3,510.47",0.00,0.00,0.00,0.00,0.00,"1,231.97","2,278.50",0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭100381‬,315-100381,AL ENSHAA ELECTROMECHANICAL CONT. LLC,AE,AED,1.33,0.00,0.00,0.00,0.20,0.48,0.65,0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭104669‬,315-104669,RELIANCE CONT. CO.,AE,AED,"2,94,547.21",0.00,"52,207.06","85,912.27","30,582.95","59,241.54","46,690.14","19,913.25",0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭103890‬,315-103890,MONTREUX ELECTROMECHANICAL WORKS LLC,AE,AED,"11,224.51",0.00,0.00,"6,260.11",0.00,"4,964.40",0.00,0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭105531‬,315-105531,TORNADO GROUP,AE,AED,"84,643.29",0.00,"24,826.20","15,273.30","34,464.05",0.00,0.00,"10,079.74",0.00,0.00
Tawreed Co. LLC,‭4170‬,DC Serve Valves KSA BU,‭121201-Accounts Receivables‬,External,‭108387‬,318-108387,Nesma & Partners Contracting Co A Closed Joint Stock Company,SA,SAR,"42,458.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"38,525.00","3,933.00"
Tawreed Co. LLC,‭4230‬,FJ Energy KSA BU,‭121201-Accounts Receivables‬,External,‭108306‬,318-108306,KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER,SA,SAR,"8,13,050.00",0.00,0.00,0.00,0.00,"4,94,500.00","2,80,600.00","37,950.00",0.00,0.00
Tawreed Integrated Industries,‭4270‬,Flowtech Industries KSA BU,‭121201-Accounts Receivables‬,External,‭108414‬,319-108414,QIWA AL TAAMER CONTRACTING COMPANY,SA,SAR,"29,254.26",0.00,0.00,0.00,0.00,"1,627.25","24,114.35","3,512.66",0.00,0.00
Tawreed Integrated Industries,‭4270‬,Flowtech Industries KSA BU,‭121201-Accounts Receivables‬,External,‭107906‬,319-107906,ABSAL PAUL CONTRACTING,SA,SAR,"73,200.95",0.00,0.00,"1,653.70","32,852.05","2,478.25","11,035.40","25,181.55",0.00,0.00
Tawreed Integrated Industries,‭4270‬,Flowtech Industries KSA BU,‭121201-Accounts Receivables‬,External,‭108387‬,319-108387,Nesma & Partners Contracting Co A Closed Joint Stock Company,SA,SAR,"8,13,038.59",0.00,"1,48,122.47","1,86,023.47","1,62,347.87","59,065.27","1,64,033.52","93,445.99",0.00,0.00
Tawreed Integrated Industries,‭4270‬,Flowtech Industries KSA BU,‭121201-Accounts Receivables‬,External,‭108558‬,319-108558,"SHAPOORJI PALLONJI MIDEAST LLC , KSA",SA,SAR,"4,44,198.59",0.00,"49,628.67","1,63,077.99","67,283.44","71,856.50","58,336.64","34,015.35",0.00,0.00
Faisal Jassem Trading Company LLC,‭4080‬,Corporate Administration Abu Dhabi BU,‭121501-Due from Related Parties‬,Internal,‭102416‬,102416,FAISAL JASSIM INDUSTRIES LLC (R),AE,AED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121201-Accounts Receivables‬,External,‭102289‬,322-102289,EMT ELECTROMECHANICAL WORKS LLC,AE,AED,"20,476.77",0.00,"20,476.77",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121501-Due from Related Parties‬,Internal,‭108606‬,108606,TAWREED INTEGRATED INDUSTRIES (R),SA,AED,"94,472.06",0.00,"50,366.12","44,105.94",0.00,0.00,0.00,0.00,0.00,0.00
Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,‭4210‬,Euroclima Middle East AHU UAE BU,‭121201-Accounts Receivables‬,External,‭101158‬,304-101158,ARCO ELECTROMECHANICAL LLC,AE,AED,"48,17,553.30",0.00,"7,41,398.70","31,85,445.90","8,90,708.70",0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭100851‬,306-100851,AL SHIRAWI ELECTRICAL & MECHANICAL ENGG. CO. LLC,AE,AED,"3,63,956.55",0.00,"22,701.94","19,949.24","42,349.84","55,845.28","1,39,456.04","83,654.21",0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭100275‬,306-100275,AL AMEQ TECH CONT.,AE,AED,0.03,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.01
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭102207‬,306-102207,EMAC ELECTROMECHANICAL LLC,AE,AED,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭102344‬,306-102344,EROS ELECTRICALS LLC,AE,AED,"2,271.88",0.00,0.00,0.00,0.00,0.02,"2,223.53",48.33,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121501-Due from Related Parties‬,Internal,‭103772‬,103772,METAFORM INDUSTRIES LLC (R),AE,AED,"41,076.79",0.00,0.00,0.00,0.00,0.00,0.00,"41,076.79",0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭106664‬,306-106664,Almajal Elticani,LY,AED,"43,137.40",0.00,0.00,0.00,0.00,0.00,"43,137.40",0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭100705‬,306-100705,AL QANDEEL CONTRACTING CO. LLC,AE,AED,"5,685.61",0.00,0.00,0.00,0.00,0.00,0.03,"5,685.58",0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭117097‬,306-117097,SOM TECHNICAL SERVICES LLC,AE,AED,0.07,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭101402‬,306-101402,BILT MIDDLE EAST,AE,AED,"1,10,416.68",0.00,0.00,275.60,"65,899.06","27,228.98","17,013.04",0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭100364‬,306-100364,AL DARWISH BUILDING CONTRACTING LLC,AE,AED,127.26,0.00,0.00,0.00,0.00,127.26,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭100517‬,306-100517,AL JADEED ENGG & CONTRACTING,AE,AED,"15,341.62",0.00,0.00,0.00,"15,329.44",0.00,3.70,8.48,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭103056‬,306-103056,I ZONE ELECTROMECHANICAL CONTRACTORS LLC,AE,AED,"1,94,106.21",0.00,"79,521.46","75,927.19",0.43,0.01,"38,657.12",0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭103174‬,306-103174,INTERNATIONAL ELECTRO-MECHANICAL SERVICES CO. LLC,AE,AED,"5,39,910.86",0.00,0.00,"2,51,829.08","1,87,344.78","1,00,737.00",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭104920‬,306-104920,SCHROEDER PROJECT ELECTROMECHANIC LLC,AE,AED,-0.08,0.00,-0.17,0.00,0.00,0.00,0.09,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo UAE BU,‭121201-Accounts Receivables‬,External,‭100178‬,306-100178,AG ENGINEERING AND POWER CONTRACTING L.L.C,AE,AED,"1,27,050.00",0.00,"1,02,637.50",0.00,0.00,0.00,0.00,"24,412.50",0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo UAE BU,‭121501-Due from Related Parties‬,Internal,‭108605‬,108605,TAWREED CO. LLC (R),SA,AED,"5,89,784.02",0.00,"1,89,446.98","53,849.84","8,850.82","82,430.49","2,55,205.89",0.00,0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Trading UAE BU,‭121201-Accounts Receivables‬,External,‭101035‬,308-101035,ALSAYID ALHAAMIYA TECHNICAL SERVICES CO,AE,AED,"23,516.90",0.00,"4,448.85","11,088.00","7,980.00",0.05,0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Spare Parts (FJC) UAE BU,‭121501-Due from Related Parties‬,Internal,‭102499‬,102499,FJCARE AIR CONDITION TRADING LLC (R),AE,AED,"12,62,774.06",0.00,"1,46,230.00","2,245.00","33,310.25","1,33,599.75",115.00,"9,47,274.06",0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121201-Accounts Receivables‬,External,‭104094‬,301-104094,NEW QAMAR JASI BUILDIG MATERIALS TRADING LLC,AE,AED,1.60,0.00,0.00,0.00,0.00,0.80,0.00,0.80,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121201-Accounts Receivables‬,External,‭105390‬,301-105390,TECNALCO TECHNICAL REFRIGERATION AND AIRCONDITIONING CO.,AE,AED,"1,42,700.40",0.00,"36,855.00","52,920.00","26,460.00","26,460.00",5.40,0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121201-Accounts Receivables‬,External,‭108774‬,301-108774,BOREAL INTERNATIONAL CORP.,US,AED,36.80,0.00,0.00,0.00,0.00,0.00,36.80,0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121501-Due from Related Parties‬,Internal,‭107400‬,107400,FJ INDUSTRIES WLL (R),QA,AED,"8,16,469.66",0.00,"75,335.40","1,08,236.60","1,30,790.23","2,44,301.07","2,57,806.35",0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121201-Accounts Receivables‬,External,‭101330‬,301-101330,BARAD AC AND REFRIGERATION - SOLE PROPRIETORSHIP LLC,AE,AED,"31,208.21",0.00,"31,192.56",7.56,0.28,7.56,0.00,0.25,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121201-Accounts Receivables‬,External,‭103129‬,301-103129,INNOVO M E P ELECTROMECHANICAL WORKS LLC,AE,AED,"2,37,888.61",0.00,0.00,"1,07,147.04","71,923.95",0.00,"43,697.62","15,120.00",0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121201-Accounts Receivables‬,External,‭100692‬,301-100692,AL NOOR AL SATIEE A/C & REF SPARE PARTS TR,AE,AED,"26,027.23",0.00,"26,022.53",0.00,0.00,0.00,4.70,0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121201-Accounts Receivables‬,External,‭105712‬,301-105712,VICTOR GENERAL TRADING FZE,AE,AED,"33,894.00",0.00,"33,894.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alpha Ducts LLC,‭4030‬,Flowtech Dampers UAE BU,‭121501-Due from Related Parties‬,Internal,‭102416‬,102416,FAISAL JASSIM INDUSTRIES LLC (R),AE,AED,"6,54,305.75",0.00,0.00,"49,297.50","4,687.20","4,71,141.65","1,29,179.40",0.00,0.00,0.00
Alpine Coils Industry LLC,‭4040‬,Alpine Coils UAE BU,‭121201-Accounts Receivables‬,External,‭105752‬,302-105752,VTS CLIMA LLC,AE,AED,"6,82,839.25",0.00,"4,04,324.77","71,223.03","78,303.64","1,26,400.61",0.00,"2,587.20",0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Cooling Tower UAE BU,‭121201-Accounts Receivables‬,External,‭103744‬,303-103744,MENASCO MECHANICAL CONTRACTING LLC,AE,AED,"1,08,150.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,08,150.00",0.00
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Valves UAE BU,‭121201-Accounts Receivables‬,External,‭101984‬,303-101984,DOMINANCE ELECTROMECHANICAL WORKS LLC,AE,AED,"3,860.85",0.00,"3,860.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Valves UAE BU,‭121201-Accounts Receivables‬,External,‭102209‬,303-102209,EMARAT ALOULA CONTRACTING ONE PERSON COMPANY LLC,AE,AED,"31,953.85",0.00,275.81,0.00,0.00,0.00,"4,943.11","26,734.93",0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭102072‬,303-102072,DUTCO INTERIORS LLC,AE,AED,"9,36,757.50",0.00,0.00,0.00,"-30,460.00","1,88,107.50",0.00,"7,79,110.00",0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭101556‬,303-101556,BURJEEL MEDICAL CITY LLC,AE,AED,"76,387.50",0.00,0.00,0.00,0.00,0.00,"14,437.50","25,200.00","36,750.00",0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭103382‬,303-103382,KHIDMAH-SOLE PROPRIETORSHIP L.L.C,AE,AED,"81,165.00",0.00,0.00,0.00,0.00,0.00,0.00,"61,740.00","19,425.00",0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭102725‬,303-102725,GR SOWWAH RETAIL LTD,AE,AED,"13,94,497.03",0.00,"5,42,543.30",0.00,0.00,"1,82,673.75","2,78,712.00","2,63,541.60","1,27,026.38",0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭102489‬,303-102489,FIVE HOTEL FZE,AE,AED,"77,705.25",0.00,"77,700.00",0.00,0.00,5.25,0.00,0.00,0.00,0.00
Faisal Jassim Engineering and Trading Co. LLC,‭4080‬,Corporate Administration Oman BU,‭121501-Due from Related Parties‬,Internal,‭102418‬,102418,FAISAL JASSIM TRADING CO. LLC (DUBAI) (R),AE,OMR,"1,86,924.06",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,305.95","1,85,618.11"
Faisal Jassim Engineering and Trading Co. LLC,‭4260‬,Flowtech Oman BU,‭121201-Accounts Receivables‬,External,‭106979‬,305-106979,NORTH OCEAN ENTERPRISES LLC,OM,OMR,"1,059.74",0.00,340.67,718.95,0.00,0.00,0.11,0.01,0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121201-Accounts Receivables‬,External,‭102543‬,306-102543,FREESIA ELECTROMECHANICAL WORKS CONTRACTING LLC,AE,AED,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121201-Accounts Receivables‬,External,‭103448‬,306-103448,LEADERS AIR CONDITIONING LLC,AE,AED,"96,876.44",0.00,0.00,"34,676.54",0.00,0.00,0.00,"62,199.90",0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121201-Accounts Receivables‬,External,‭108905‬,306-108905,PRO DYNAMIC ELECTROMECHANICAL WORKS LLC,AE,AED,"40,326.35",0.00,0.00,0.00,"40,322.53",0.00,0.00,3.82,0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121201-Accounts Receivables‬,External,‭100414‬,306-100414,AL FIRAS GENERAL CONTRACTING LLC,AE,AED,"3,01,497.93",0.00,"53,595.25","51,481.72","82,367.58","31,436.03","82,617.34",0.01,0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121201-Accounts Receivables‬,External,‭105331‬,306-105331,TARSHIHA ELECTRICAL CONTRACTING-TELCO.LLC,AE,AED,"68,016.88",0.00,0.00,"31,809.98","28,264.52","7,942.38",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121201-Accounts Receivables‬,External,‭102461‬,306-102461,FIBREX -LLC,AE,AED,"7,92,750.40",0.00,"1,58,325.80","2,18,378.57","1,55,515.72","2,60,530.31",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121201-Accounts Receivables‬,External,‭103428‬,306-103428,LAITH ELECTROMECHANICAL EST,AE,AED,"16,023.99",0.00,378.00,"14,127.80",0.00,"1,518.19",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121201-Accounts Receivables‬,External,‭101446‬,306-101446,BK GULF LLC,AE,AED,"37,05,545.33",0.00,"7,24,288.39","11,34,327.62","1,62,357.45",0.00,"13,16,117.97","3,68,453.90",0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121201-Accounts Receivables‬,External,‭101158‬,306-101158,ARCO ELECTROMECHANICAL LLC,AE,AED,"25,104.56",0.00,"8,728.65","4,242.00",0.11,0.00,"12,133.80",0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121201-Accounts Receivables‬,External,‭101757‬,306-101757,CONVERSION ELECTROMECHANICAL COMPANY LLC,AE,AED,"47,986.05",0.00,"17,755.50","30,230.55",0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121201-Accounts Receivables‬,External,‭104368‬,306-104368,PIVOT ENGINEERING & GENERAL CONTRACTING CO.,AE,AED,"3,33,364.50",0.00,"1,39,566.00","1,87,136.25","6,662.25",0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭100399‬,306-100399,AL FANIAH A/C SYSTEM CONT. CO.,AE,AED,"8,781.34",0.00,0.00,"8,779.68",0.00,0.00,1.66,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121501-Due from Related Parties‬,Internal,‭103772‬,103772,METAFORM INDUSTRIES LLC (R),AE,AED,"68,769.80",0.00,"16,353.80","10,483.20",0.00,"7,338.24","34,594.56",0.00,0.00,0.00
